Actual_Rewards,Predicted_Rewards
2.8003032286493976,-4.901600033044815
1.5089467215032364,-3.182799994945526
1.9638378481805017,-5.358399957418442
2.1615622425436833,-5.916500002145767
2.355015639586766,-5.097100049257278
2.2589956274328116,-6.157600000500679
2.3521221743643417,-4.287500016391277
2.5362560113278265,-5.068299978971481
2.1607495353955835,-5.7630999982357025
2.0231211371214224,-6.457300156354904
1.5640425522554673,-3.0593999922275543
2.0907862625572107,-4.168200008571148
2.0314473151469814,-4.824899986386299
1.6487461260733933,-3.71459998190403
2.3429725151330882,-4.760999992489815
2.4931063107515987,-5.378299981355667
2.142501636023894,-4.535299971699715
2.096359273795062,-5.3904999345541
1.9672968980387415,-4.52360001206398
2.7096249888551283,-4.068200051784515
2.113216862329026,-5.463600039482117
2.5300308941376057,-4.4410999566316605
1.992456274493144,-5.205799967050552
2.3027607670019643,-4.310299910604954
2.258409086041945,-5.847199976444244
2.4646500776808717,-3.665499985218048
2.36955510438311,-5.839200049638748
2.368711142924898,-5.5224000215530396
1.9403457168754275,-5.778799965977669
2.0065745165405846,-3.1252000108361244
2.0110167030125785,-6.5414000153541565
2.8872227004322517,-5.104699969291687
1.7278520874424783,-4.197899930179119
2.255275017387114,-4.605800062417984
1.9702830432643754,-5.001499995589256
2.191806595724916,-3.9256000071763992
2.3752368165671958,-3.6417999863624573
1.9568387199653121,-4.87359993904829
1.652274321364239,-4.107699993997812
2.2640762116688578,-5.904000014066696
2.1039298114101435,-5.702699989080429
2.0247820985533647,-4.031299978494644
2.2805225767070487,-4.915499955415726
2.0437746716027276,-5.669299952685833
2.099819338009384,-4.239499963819981
1.860312439448761,-2.967199958860874
2.4879946759632925,-5.101299963891506
2.052508365486813,-4.831900008022785
2.62393341905726,-4.7709000408649445
2.015753533704274,-4.4651999771595
2.577166217014621,-5.736700028181076
2.5143478157016275,-4.40160009264946
2.0472318932548164,-4.911600023508072
2.4247266147900537,-4.480799958109856
2.048006460446671,-4.041200041770935
2.2064642695843935,-5.526199966669083
2.04719210488923,-4.517699986696243
1.9033132202239946,-5.962199941277504
2.68222991472378,-6.726099893450737
1.9596787148588555,-4.662000045180321
2.3790308790904833,-4.862299993634224
2.268271399722509,-4.520500022917986
1.7865629117194006,-4.451599940657616
1.8221449910484464,-4.775799967348576
2.34049203367267,-5.972599983215332
2.1013620452073054,-4.693400040268898
1.6762182798641987,-3.6067000180482864
2.252916087840679,-4.264000058174133
2.259634892914575,-5.295899868011475
2.3461673158094176,-4.985300034284592
2.1483149317504173,-5.742799952626228
1.9422085022612186,-6.009600043296814
2.2518565760054075,-4.667699977755547
2.189829001419188,-4.955499947071075
1.9264187653148799,-4.709299951791763
2.3628591340563414,-5.743300020694733
2.043119899777949,-3.7803999856114388
2.2598046831087077,-4.235700029879808
2.098867173027681,-4.488400027155876
1.9429350641558276,-5.001699984073639
2.2496256625762654,-4.07250002771616
2.0293118458160944,-5.325500037521124
1.6277265396802603,-3.877500031143427
2.2848573163366988,-4.85350002348423
2.1205034790106128,-4.228999987244606
2.5417127799426713,-5.1392000168561935
2.2771354949661315,-4.950799971818924
1.527682665963715,-3.868799950927496
2.1922415607341184,-5.931399971246719
1.9887854875461297,-4.7443999499082565
2.112052918491974,-4.8644000589847565
2.131389343324802,-4.643000036478043
2.54978452471926,-6.0862999856472015
1.9844141287305024,-3.78719998896122
1.7421897776674222,-2.6986000388860703
2.235506957603603,-4.937599956989288
2.315852780483909,-3.8429999202489853
2.086149098959343,-4.109499923884869
2.0302441962231725,-3.9875999838113785
2.177146626375183,-4.808600023388863
