0.19587775 0.37079433 0.57947904 0.61666685 0.35406265 0.3997177 0.3767976 0.38797602 0.17806445 0.8830682 0.5250057 0.43802506 0.85141087 0.0075937305 0.7860855 0.18401468 0.5445574 0.21464948 0.7119684 0.868095 output (0, 2) (1, 5) (1, 9) (1, 4) (2, 3) (3, 5) (5, 8) (6, 7) (7, 8)
0.16955987 0.9501781 0.74329585 0.5517063 0.18338896 0.8204377 0.15982896 0.3012775 0.41572413 0.26183194 0.30239978 0.36281314 0.2834497 0.89802873 0.2780678 0.6078826 0.83414 0.5961965 0.23848675 0.13695304 output (0, 6) (1, 8) (1, 4) (2, 6) (2, 7) (3, 5) (3, 9) (4, 5) (5, 7)
0.2177106 0.24829035 0.884171 0.76150167 0.9551611 0.55844617 0.44140965 0.09427987 0.17201376 0.52886164 0.24690579 0.60406727 0.48120296 0.06699146 0.5502281 0.75340956 0.09232946 0.9723242 0.93574506 0.8440572 output (0, 3) (0, 4) (1, 9) (1, 2) (1, 7) (3, 6) (4, 5) (5, 7) (5, 8)
0.03065702 0.61499953 0.786173 0.12977615 0.7288903 0.6324499 0.6610917 0.5932487 0.85637724 0.04411999 0.92587453 0.3789298 0.415189 0.18950462 0.49627277 0.62146956 0.038209546 0.41333634 0.7777631 0.15873645 output (0, 8) (1, 9) (1, 4) (2, 3) (2, 5) (3, 7) (5, 9) (6, 9) (6, 8)
0.010421667 0.19121103 0.7300073 0.60821307 0.9008448 0.112713665 0.24213776 0.43205777 0.30547887 0.3568853 0.25018775 0.9694069 0.10974262 0.010211478 0.70381886 0.052373637 0.6338515 0.07094883 0.23352064 0.400189 output (0, 6) (0, 9) (1, 4) (2, 7) (3, 9) (3, 5) (4, 9) (4, 8) (7, 8)
0.089346096 0.682678 0.8398176 0.8667954 0.42690608 0.00729468 0.63707846 0.037880864 0.4318891 0.021152478 0.7097456 0.864391 0.6979419 0.04678214 0.60971606 0.21580778 0.9089866 0.3872861 0.039213464 0.005433667 output (0, 5) (1, 5) (1, 8) (2, 4) (2, 9) (3, 6) (3, 7) (3, 4) (7, 8)
0.9548577 0.9651911 0.6220641 0.057021063 0.7207078 0.94419986 0.93428785 0.1552282 0.2481628 0.31674245 0.50070417 0.49683526 0.816383 0.104320034 0.28134325 0.8639918 0.8747634 0.096220225 0.13104655 0.37819576 output (0, 2) (1, 6) (1, 4) (2, 7) (3, 8) (4, 9) (4, 5) (5, 7) (6, 8)
0.11152008 0.20055602 0.8545517 0.23865364 0.09850908 0.27501547 0.12212273 0.027521156 0.41633287 0.8426885 0.5714159 0.91537297 0.662586 0.94151044 0.28943318 0.571141 0.7777665 0.33297163 0.2460555 0.03315174 output (0, 2) (0, 3) (1, 8) (2, 7) (3, 9) (4, 5) (4, 7) (5, 6) (7, 8)
0.88487417 0.19881086 0.9909516 0.24496977 0.4100721 0.55931455 0.316811 0.057125725 0.20604284 0.7974316 0.795296 0.9693859 0.8234735 0.43193474 0.83410484 0.6138025 0.4446488 0.7520566 0.61410916 0.0113975955 output (0, 1) (0, 6) (0, 9) (2, 8) (3, 9) (4, 8) (5, 7) (5, 8) (6, 7)
0.31886566 0.4997879 0.17897324 0.33481655 0.11363629 0.70385414 0.38356 0.29400504 0.9500653 0.57320017 0.3136319 0.4491605 0.37907547 0.01592497 0.04039661 0.8463383 0.92747504 0.27057555 0.7695711 0.9049481 output (0, 5) (0, 2) (1, 5) (2, 7) (3, 5) (3, 6) (3, 8) (4, 8) (4, 9)
0.34332487 0.68474275 0.9176493 0.9118311 0.052034818 0.2810731 0.44638485 0.108817436 0.9366825 0.96508193 0.41857493 0.65183187 0.6219125 0.15590523 0.8538693 0.5377632 0.93288314 0.54416525 0.47355926 0.05850667 output (0, 5) (1, 4) (1, 8) (2, 3) (3, 9) (5, 7) (6, 9) (6, 7) (7, 8)
