Actual_Rewards,Predicted_Rewards
3.2760935109108686,-3.5390000343322754
2.702935063280165,-3.248999984934926
2.912983737885952,-3.0980000272393227
3.120694123208523,-3.2880000323057175
3.030620239675045,-3.417000003159046
3.1077480986714363,-3.261999975889921
3.114857792854309,-3.2320000268518925
2.7642911076545715,-2.8879999928176403
2.743845548480749,-3.1339999940246344
3.1715449169278145,-3.344000030308962
3.3468429874628782,-3.594999995082617
2.8301329649984837,-3.2700000032782555
3.2456882521510124,-3.3290000185370445
2.867529474198818,-2.897000003606081
3.439984545111656,-3.7669999673962593
2.3594312965869904,-2.6619999799877405
2.8218941781669855,-2.8390000201761723
2.9857243597507477,-3.480000026524067
3.087786533869803,-3.1199999870732427
3.0316344387829304,-3.304000014439225
2.7878246922045946,-3.0270000007003546
2.7855802047997713,-2.7860000152140856
3.194117683917284,-3.566000010818243
3.315783206373453,-3.7069999538362026
2.8976494232192636,-3.461000017821789
2.964797457680106,-3.699999950826168
3.3816923797130585,-3.6219999864697456
2.9508957862854004,-3.442999953404069
3.2842344269156456,-3.531000018119812
3.008032824844122,-3.5250000283122063
2.8755617206916213,-3.0979999992996454
2.941136870533228,-3.1000000201165676
2.97232336550951,-3.186999998986721
3.0712398812174797,-3.546999990940094
3.1332559660077095,-3.2450000159442425
3.169786013662815,-3.5190000236034393
3.226785644888878,-3.2849999852478504
2.636448273435235,-3.0530000124126673
3.2753155790269375,-3.6009999737143517
2.997842527925968,-3.1969999857246876
2.9289527516812086,-3.160999968647957
3.0441695041954517,-3.093000002205372
2.9706451036036015,-3.495999999344349
2.878670707345009,-3.3360000010579824
3.312580566853285,-3.599000010639429
2.807517083361745,-2.860999997705221
2.8301593996584415,-3.3819999918341637
2.7993337167426944,-3.2529999762773514
3.0814782977104187,-3.3990000262856483
3.038562150672078,-3.702000020071864
2.5045021837577224,-3.080999984405935
2.9973602928221226,-3.371000003069639
3.0392762618139386,-3.429000001400709
2.7934296894818544,-2.861999986693263
3.2506679370999336,-3.8010000213980675
3.0497377905994654,-3.272000016644597
3.193119805539027,-3.350999967660755
3.428083259612322,-3.842000039294362
2.9158950322307646,-3.2930000070482492
3.37079943343997,-3.5350000225007534
2.5205507304053754,-2.7010000138543546
2.938837630674243,-3.6410000026226044
3.464203031733632,-3.8280000258237123
2.879074364900589,-3.268000015988946
3.2494836319237947,-3.374999986961484
3.1045712381601334,-3.6830000150948763
2.799330529756844,-2.9739999920129776
3.367912270128727,-3.787000022828579
3.457499290816486,-4.0410000048577785
2.874815257266164,-3.5590000189840794
3.047178326174617,-3.180000001564622
2.859717071056366,-3.435000032186508
2.995732732117176,-3.4349999874830246
3.1452456824481487,-3.4020000100135803
3.408542763441801,-3.7259999997913837
3.3329261019825935,-4.026000000536442
2.978983074426651,-3.442999955266714
2.955849966034293,-3.0659999772906303
2.8727538734674454,-2.9830000028014183
3.0942863449454308,-3.2370000034570694
2.532728662714362,-2.6440000161528587
3.5532495975494385,-4.272000007331371
2.7660252954810858,-3.599999973550439
3.925306025892496,-4.631000015884638
3.2319032475352287,-3.644999973475933
3.1523756962269545,-3.5989999901503325
2.969020126387477,-3.4630000069737434
2.6876316349953413,-2.740000007674098
3.1777846179902554,-3.350000001490116
2.70679622143507,-2.8129999823868275
3.0146885812282562,-3.2059999741613865
2.786917369812727,-3.091999977827072
3.5197654590010643,-3.9990000501275063
2.71228139474988,-2.8269999735057354
2.702386274933815,-3.163000028580427
3.2039403268136084,-3.8280000099912286
3.177377875894308,-3.6370000448077917
2.7748262882232666,-3.1449999921023846
2.9328349959105253,-3.3719999995082617
3.036097686737776,-3.805999990552664
2.930391000583768,-3.1079999934881926
2.6123575512319803,-3.389999993145466
2.4982386231422424,-2.596000012010336
3.1466390267014503,-3.8700000308454037
2.8064600192010403,-3.048999972641468
3.1444773226976395,-3.221000000834465
3.112773224711418,-3.7139999717473984
3.335485689342022,-3.386000007390976
2.765504702925682,-3.1800000444054604
3.0502369441092014,-3.1660000160336494
2.9939703308045864,-3.45299999602139
2.9246444143354893,-3.3490000255405903
2.956495948135853,-3.3239999935030937
3.1088592559099197,-3.4690000638365746
2.763938121497631,-3.3579999655485153
2.5926532596349716,-3.060999993234873
2.7142086401581764,-2.9120000079274178
2.8795297481119633,-2.9490000009536743
3.349607964977622,-3.7030000034719706
3.1717360503971577,-3.8870000019669533
2.78600300475955,-2.8799999952316284
2.899811329320073,-3.8949999809265137
3.25655578635633,-3.532000024802983
2.883827291429043,-2.9820000175386667
2.8794208243489265,-3.3429999947547913
2.9594236481934786,-3.1799999866634607
2.803323268890381,-2.9100000001490116
3.0412187948822975,-3.18900004029274
3.056263716891408,-3.425999967381358
3.518622831441462,-3.8179999981075525
2.9512389712035656,-3.5170000214129686
3.199084460735321,-4.2200000658631325
3.041289070621133,-3.2910000160336494
2.895399145781994,-3.5079999826848507
2.98601608350873,-3.553000032901764
3.1028947327286005,-3.405999982729554
3.3925971016287804,-3.51400001719594
3.3088393602520227,-3.753000034019351
3.0501576960086823,-3.770999997854233
3.280928732827306,-3.38000003201887
3.0848761200904846,-3.227999981492758
3.1684083715081215,-3.2279999665915966
2.9380635414272547,-3.338000025600195
3.0774066895246506,-3.4579999893903732
3.3422963060438633,-3.685000002384186
2.87513143196702,-3.727999996393919
3.0060191713273525,-3.4069999679923058
2.8072117790579796,-2.928000021725893
2.626477215439081,-3.061999998986721
3.1799806281924248,-3.275000039488077
3.0477455547079444,-3.232000036165118
3.1446098126471043,-3.868999969214201
2.819682404398918,-3.0849999859929085
3.0507695116102695,-3.3250000150874257
2.929488208144903,-3.1069999784231186
2.874798271805048,-3.0
2.7448103316128254,-3.0590000227093697
3.485143968835473,-3.6530000139027834
3.1530539179220796,-3.507000021636486
3.100458078086376,-3.4070000126957893
3.2595329619944096,-3.6809999346733093
2.6793525014072657,-2.7490000100806355
2.9118031430989504,-2.994000004604459
3.0428645946085453,-3.264000006020069
2.7533573042601347,-3.056000031530857
3.0459220334887505,-3.592999968677759
2.720546282827854,-2.7450000010430813
3.5699460096657276,-3.790000017732382
3.5272537358105183,-3.816000021994114
2.506346534471959,-2.523999988101423
2.867644988000393,-3.0840000100433826
3.2841051928699017,-3.309000000357628
3.0629930961877108,-3.314999982714653
2.8493390902876854,-3.0870000049471855
3.2695148773491383,-3.591000009328127
3.0672987401485443,-3.406999994069338
3.2823240906000137,-3.837000023573637
3.0630359016358852,-3.5900000482797623
3.2624910436570644,-3.8200000040233135
3.124982502311468,-3.41100000962615
2.9575870069675148,-3.3339999835006893
2.976222491823137,-3.1699999971315265
2.7037575729191303,-3.374000020325184
3.4092683736234903,-3.4679999835789204
3.267251953482628,-3.3350000083446503
3.0876952335238457,-3.332999996840954
2.670911218971014,-3.016999989748001
2.5846645534038544,-2.797999996691942
2.973230890929699,-3.18800001218915
3.047061352059245,-3.175000024959445
2.7382832933217287,-3.1180000193417072
3.1783098094165325,-3.8849999979138374
3.477704130113125,-3.8070000298321247
2.8677211310714483,-3.483999989926815
2.7835845295339823,-3.0700000058859587
3.376841440796852,-3.716000057756901
3.1323121041059494,-3.629999987781048
3.302369523793459,-3.868000017479062
3.4127021154854447,-3.74499998614192
3.1243832651525736,-3.5049999728798866
3.030539708212018,-3.1119999922811985
2.898555599153042,-3.0480000115931034
2.5193120688199997,-2.7130000218749046
3.0950291957706213,-3.6120000071823597
3.037267580628395,-3.7009999975562096
2.8833811469376087,-3.062999976798892
3.4670246690511703,-3.6390000134706497
2.6124591417610645,-2.7539999820291996
2.937040690332651,-3.0309999734163284
2.3309426344931126,-2.544000018388033
3.0463022366166115,-3.2809999845921993
3.049935534596443,-3.3230000138282776
3.268320769071579,-3.5039999783039093
2.9895345252007246,-3.1020000241696835
3.076189436018467,-3.471000052988529
3.24180356785655,-3.7050000205636024
3.657229147851467,-4.1160000041127205
3.1383054815232754,-3.338999979197979
2.699714608490467,-2.9909999817609787
3.097157299518585,-3.292999994009733
3.392093427479267,-3.54399998113513
3.1014835368841887,-3.235000004991889
3.273207299411297,-3.3389999866485596
2.7040668055415154,-2.8340000063180923
2.869779703207314,-3.465000031515956
2.686381235718727,-3.172999973408878
3.216010220348835,-3.562999999150634
2.8916181698441505,-3.282999973744154
3.0834500081837177,-3.5380000174045563
2.9573979526758194,-3.2949999943375587
3.303708016872406,-3.6380000226199627
2.9346885215491056,-3.296000026166439
3.3776504062116146,-3.532999999821186
3.3795127980411053,-3.9039999954402447
3.189631249755621,-3.530999980866909
2.8128904327750206,-2.950999990105629
3.1893657632172108,-3.4309999719262123
3.236878167837858,-4.137999972328544
2.826553665101528,-3.051999993622303
3.176174931228161,-3.361999996006489
2.9642940163612366,-3.1829999946057796
3.1588411955162883,-4.511000007390976
2.9440517872571945,-3.5899999886751175
3.2691336199641228,-3.7839999739080667
3.1534138172864914,-3.5009999498724937
3.0726067759096622,-3.181999985128641
3.435580298304558,-3.693000055849552
2.8758355900645256,-2.95899997651577
3.241337787359953,-3.6740000024437904
2.577518886886537,-3.137999976053834
2.7647101543843746,-2.963000003248453
3.044651735574007,-3.322999991476536
3.3932014517486095,-3.8010000064969063
3.365688296034932,-4.018999978899956
2.9753323569893837,-2.9989999793469906
3.3622552789747715,-3.8530000001192093
2.9108759239315987,-3.50500001758337
2.6396988965570927,-3.2470000199973583
2.9153751246631145,-3.071999993175268
3.241997290402651,-3.5489999987185
3.0256581734865904,-4.0250000059604645
3.0376368016004562,-3.1189999990165234
3.124297570437193,-3.379000000655651
3.0903161019086838,-3.08899999409914
3.045504078269005,-3.3430000245571136
2.5295170228928328,-2.918999979272485
3.1834054570645094,-3.379000009968877
2.6304058395326138,-3.012999977916479
3.0625636279582977,-3.155999980866909
3.4974879771471024,-3.8820000179111958
3.491696181707084,-3.7290000189095736
3.09706356190145,-3.5480000227689743
2.9296206049621105,-3.3169999942183495
3.198163359425962,-3.34799999371171
3.1844388470053673,-3.255999956279993
3.250946257263422,-3.826999954879284
2.5555425006896257,-3.2780000045895576
2.9695078525692225,-3.182000022381544
2.914408564567566,-3.7100000120699406
3.414915505796671,-3.7269999980926514
3.525117939338088,-3.842000011354685
3.0114466696977615,-3.0660000070929527
2.7916462142020464,-3.165000021457672
2.8107294887304306,-3.0530000124126673
3.032535482198,-3.224000006914139
2.8908925242722034,-2.930999983102083
3.024485383182764,-3.409000024199486
2.842179473489523,-3.3249999955296516
3.0096187107264996,-3.2900000028312206
2.7955722771584988,-3.5719999969005585
3.131603814661503,-3.279999988153577
3.3403888009488583,-3.403999984264374
2.966760963201523,-3.328999973833561
2.947784885764122,-3.288000024855137
3.0155671071261168,-3.681000018492341
3.2726358082145452,-3.5800000075250864
2.9080039407126606,-2.945999995805323
2.903165450319648,-3.404999978840351
3.1378559563308954,-3.3399999402463436
2.876154348254204,-2.9709999933838844
3.108350805938244,-3.48300002515316
3.0449133887887,-3.314000003039837
2.9497066140174866,-3.1790000051259995
3.3159190099686384,-3.8290000185370445
2.9539824947714806,-3.1530000008642673
3.1152404733002186,-3.5949999280273914
3.0337729193270206,-3.236999988555908
3.0979229621589184,-3.3689999897032976
2.9138250425457954,-3.0310000088065863
2.960923556238413,-3.196000002324581
3.1921744029968977,-3.365999974310398
3.3428699858486652,-3.5390000324696302
3.6473290473222733,-3.99600001424551
2.8483435809612274,-3.1130000054836273
2.802600186318159,-3.4399999901652336
2.9223833046853542,-3.0030000023543835
2.914763294160366,-3.23300002515316
3.06858167052269,-3.8430000487715006
2.486116800457239,-2.8969999738037586
2.5258204033598304,-2.687000008299947
3.147670954465866,-3.4349999465048313
3.5854034423828125,-3.950000047683716
3.3215897046029568,-3.5730000007897615
3.504082417115569,-3.8059999980032444
3.3132120789960027,-3.8230000007897615
3.0241283662617207,-3.338999979197979
3.115970518440008,-3.179000023752451
3.1370451152324677,-3.422999992966652
3.5115160159766674,-3.5500000193715096
3.3419836685061455,-3.8310000151395798
2.822457194328308,-2.962999999523163
3.16923813149333,-3.21399999409914
3.023008493706584,-3.261000051861629
3.4193010106682777,-3.8669999837875366
2.857358630746603,-2.913999989628792
2.6857117637991905,-2.9310000464320183
3.0228265104815364,-3.3340000063180923
3.0709401313215494,-4.220000017434359
3.1987477280199528,-3.527999997138977
3.4675841443240643,-4.711999986320734
3.210420660674572,-3.2750000152736902
2.9151067547500134,-3.2200000286102295
3.3867141576483846,-3.510999972000718
3.174791030585766,-3.4400000013411045
2.789780005812645,-2.957000020891428
3.0988035164773464,-3.514000032097101
3.0026895217597485,-3.3659999929368496
3.293101094663143,-3.323000028729439
3.093184173107147,-3.196000039577484
3.0367207415401936,-3.144000008702278
2.920136010274291,-3.020999988541007
3.2335471138358116,-3.4319999888539314
2.9570413818582892,-3.442999988794327
2.898043464869261,-2.9480000138282776
3.0443035922944546,-3.3239999786019325
3.1732371784746647,-3.531000003218651
2.986924720928073,-3.025999952107668
3.304627364501357,-4.202000014483929
3.33915676176548,-3.696999993175268
2.964392449706793,-3.0930000133812428
2.8680618666112423,-3.191999990493059
3.0937633216381073,-3.155000001192093
3.641448739916086,-4.071000013500452
2.5360435750335455,-2.7250000052154064
3.0255477465689182,-3.0890000239014626
3.1751928366720676,-3.3980000093579292
2.4329711459577084,-2.814000006765127
3.06954687833786,-3.4909999947994947
3.0040954388678074,-3.074999950826168
2.945527672767639,-3.163999989628792
3.122302494943142,-3.4259999729692936
3.1643004715442657,-3.3979999870061874
3.008431801572442,-3.120999975129962
3.010659411083907,-3.229999982751906
2.782623764127493,-2.79500000923872
2.953961703926325,-3.6129999849945307
3.390407582744956,-3.4409999921917915
2.7949666790664196,-3.3889999724924564
3.0460028760135174,-3.380000015720725
2.867029517889023,-3.2119999900460243
3.017241720110178,-3.0369999893009663
3.4272850826382637,-3.6469999998807907
2.9641807954758406,-3.1869999542832375
3.005467928946018,-3.5149999856948853
3.0230665747076273,-3.276000017300248
2.7622372806072235,-2.8110000155866146
2.5532482508569956,-2.815000019967556
2.728315085172653,-3.1759999990463257
2.999629959464073,-3.2559999898076057
3.455301385372877,-3.778000019490719
3.3927837014198303,-3.81199998408556
